drugbank_id,groups,name,type
DB12308,['investigational'],Eltanolone,small molecule
DB12309,['investigational'],GI-181771X,small molecule
DB12310,['investigational'],Trehalose,small molecule
DB12311,['investigational'],CP1-1189,small molecule
DB12312,['investigational'],ORG-25435,small molecule
DB12313,"['approved', 'investigational']",Dopexamine,small molecule
DB12314,['investigational'],Chlorproguanil,small molecule
DB12316,['investigational'],9CUAB30,small molecule
DB12317,['investigational'],Vanucizumab,antibody
DB12318,['investigational'],BMS-599626,small molecule
DB12319,"['investigational', 'withdrawn']",Benzbromarone,small molecule
DB12320,['investigational'],Palovarotene,small molecule
DB12321,['investigational'],Ifetroban,small molecule
DB12322,['investigational'],GW-870086,small molecule
DB12323,['investigational'],Radotinib,small molecule
DB12325,['investigational'],Idasanutlin,small molecule
DB12326,['investigational'],Antroquinonol,small molecule
DB12327,['investigational'],Salvinorin A,small molecule
DB12328,"['approved', 'investigational']",Cantharidin,small molecule
DB12329,"['approved', 'investigational']",Eravacycline,small molecule
DB12330,['investigational'],Blisibimod,other
DB12331,['investigational'],Labetuzumab govitecan,antibody
DB12332,"['approved', 'investigational']",Rucaparib,small molecule
DB12333,['investigational'],SPK-843,small molecule
DB12334,['investigational'],Milataxel,small molecule
DB12335,['investigational'],Tanezumab,antibody
DB12336,['investigational'],GDC-0917,small molecule
DB12337,['investigational'],N-acetylsulfanilyl chloride,small molecule
DB12338,['investigational'],Carisbamate,small molecule
DB12339,['investigational'],Radezolid,small molecule
DB12340,['investigational'],Navitoclax,small molecule
DB12341,['investigational'],LY-2456302,small molecule
DB12342,['investigational'],Ensituximab,antibody
DB12343,"['approved', 'investigational']",Temocillin,small molecule
DB12344,['investigational'],Fezakinumab,antibody
DB12345,['investigational'],MBX-2982,small molecule
DB12346,['investigational'],Vatelizumab,other
DB12347,['investigational'],CG-400549,small molecule
DB12348,['investigational'],"5-amino-1,3,4-thiadiazole-2-thiol",small molecule
DB12349,['investigational'],Dulanermin,other
DB12350,['investigational'],Rostafuroxin,small molecule
DB12351,['investigational'],Siagoside,small molecule
DB12352,['investigational'],Bizelesin,small molecule
DB12353,['investigational'],Ulodesine,small molecule
DB12354,['investigational'],Imrecoxib,small molecule
DB12355,['investigational'],Netazepide,small molecule
DB12356,['investigational'],Fletikumab,other
DB12357,['investigational'],BMS-863233,small molecule
DB12358,['investigational'],Enbucrilate,small molecule
DB12359,['investigational'],BIIB021,small molecule
DB12360,['investigational'],PF-03654764,small molecule
DB12361,['investigational'],Piclozotan,small molecule
DB12362,"['approved', 'investigational']",Diaminopropanol tetraacetic acid,small molecule
DB12363,['investigational'],Dusigitumab,antibody
DB12364,"['approved', 'investigational']",Betrixaban,small molecule
DB12365,['investigational'],Perzinfotel,small molecule
DB12366,"['approved', 'investigational']",Vestronidase alfa,other
DB12367,['investigational'],Selurampanel,small molecule
DB12368,['investigational'],AZD-3839,small molecule
DB12369,['investigational'],Sotrastaurin,small molecule
DB12370,['investigational'],Ipamorelin,small molecule
DB12371,"['approved', 'investigational']",Siponimod,small molecule
DB12373,['investigational'],Isunakinra,other
DB12374,"['approved', 'investigational']",Velmanase alfa,other
DB12375,['investigational'],Oglemilast,small molecule
DB12376,['investigational'],Ricolinostat,small molecule
DB12377,"['approved', 'investigational']",Relebactam,small molecule
DB12378,['investigational'],Apricoxib,small molecule
DB12379,['investigational'],Indirubin,small molecule
DB12380,['investigational'],GDC-0152,small molecule
DB12381,['investigational'],Merestinib,small molecule
DB12382,['investigational'],R-306465,small molecule
DB12383,['investigational'],Cytochlor,small molecule
DB12384,['investigational'],AR-67,small molecule
DB12385,['investigational'],10-hydroxycamptothecin,small molecule
DB12386,['investigational'],Bacillus calmette-guerin substrain danish 1331 live antigen,other
DB12387,['investigational'],OSI-027,small molecule
DB12388,['investigational'],Evocalcet,small molecule
DB12389,['investigational'],Zamicastat,small molecule
DB12390,['investigational'],MBX-8025,small molecule
DB12391,['investigational'],Sagopilone,small molecule
DB12392,['investigational'],Resminostat,small molecule
DB12393,['investigational'],Fanapanel,small molecule
DB12394,['investigational'],Eleclazine,small molecule
DB12395,['investigational'],Esreboxetine,small molecule
DB12396,['investigational'],Fresolimumab,antibody
DB12397,['investigational'],DSM-265,small molecule
DB12398,['investigational'],Naproxen etemesil,small molecule
DB12399,['investigational'],Polmacoxib,small molecule
DB12400,['investigational'],Voxtalisib,small molecule
DB12401,"['approved', 'investigational']",Bromperidol,small molecule
DB12402,['investigational'],Pumosetrag,small molecule
DB12403,['investigational'],Samarium,small molecule
DB12404,"['approved', 'investigational']",Remimazolam,small molecule
DB12405,['investigational'],Triciribine,small molecule
DB12406,['investigational'],Lisofylline,small molecule
DB12407,"['approved', 'investigational']",Iobitridol,small molecule
DB12408,['investigational'],PF-03635659,small molecule
DB12409,['investigational'],Vatreptacog alfa,other
DB12410,['investigational'],Sabarubicin,small molecule
DB12411,['investigational'],Bemcentinib,small molecule
DB12412,['investigational'],Gemigliptin,small molecule
DB12413,['investigational'],Indusatumab vedotin,antibody
DB12414,['investigational'],Usistapide,small molecule
DB12415,['investigational'],Galeterone,small molecule
DB12416,['investigational'],VTP-27999,small molecule
DB12417,['investigational'],Anagliptin,small molecule
DB12418,['investigational'],Saccharin,small molecule
DB12419,['investigational'],HSD-016,small molecule
DB12420,['investigational'],Diazepinomicin,small molecule
DB12421,['investigational'],Somavaratan,other
DB12422,['investigational'],Sulforaphane,small molecule
DB12423,['investigational'],Fozivudine Tidoxil,small molecule
DB12424,['investigational'],MK-3207,small molecule
DB12425,['investigational'],Liothyronine I-131,small molecule
DB12426,['investigational'],Bitopertin,small molecule
DB12427,['investigational'],Orvepitant,small molecule
DB12428,['investigational'],PAC-14028,small molecule
DB12429,['investigational'],CI-1040,small molecule
DB12431,['investigational'],Muplestim,other
DB12432,['investigational'],CC-401,small molecule
DB12433,['investigational'],SCH-900271,small molecule
DB12434,"['approved', 'investigational']",Steviolbioside,small molecule
DB12435,['investigational'],Tipelukast,small molecule
DB12436,['investigational'],Vofopitant,small molecule
DB12438,['investigational'],Filociclovir,small molecule
DB12439,['investigational'],Ioforminol,small molecule
DB12440,['investigational'],Verdiperstat,small molecule
DB12441,['investigational'],Tavilermide,small molecule
DB12442,['investigational'],Alvespimycin,small molecule
DB12443,['investigational'],Sonedenoson,small molecule
DB12444,['investigational'],Theanine,small molecule
DB12445,['investigational'],Nitroaspirin,small molecule
DB12446,['investigational'],Derenofylline,small molecule
DB12447,['investigational'],Nadifloxacin,small molecule
DB12448,['investigational'],Lifibrol,small molecule
DB12449,['investigational'],Tempol,small molecule
DB12450,['investigational'],Propyl Gallate,small molecule
DB12451,['investigational'],SCY-635,small molecule
DB12452,['investigational'],Caprylic alcohol,small molecule
DB12453,['investigational'],Chlorine dioxide,small molecule
DB12454,['investigational'],Zalypsis,small molecule
DB12455,"['approved', 'investigational']",Omadacycline,small molecule
DB12456,['investigational'],Bococizumab,antibody
DB12457,"['approved', 'investigational']",Rimegepant,small molecule
DB12458,['investigational'],Muscimol,small molecule
DB12459,['investigational'],Belotecan,small molecule
DB12460,['investigational'],Conbercept,other
DB12461,['investigational'],GLPG-0492,small molecule
DB12462,['investigational'],Ralinepag,small molecule
DB12463,['investigational'],Semagacestat,small molecule
DB12464,['investigational'],Bevenopran,small molecule
DB12465,['investigational'],Ketanserin,small molecule
DB12466,"['approved', 'investigational']",Favipiravir,small molecule
DB12467,['investigational'],TU-100,small molecule
DB12468,['investigational'],Pf-04531083,small molecule
DB12470,['investigational'],Dexelvucitabine,small molecule
DB12471,['investigational'],MK-3118,small molecule
DB12472,['investigational'],Levodropropizine,small molecule
DB12473,"['approved', 'investigational']",Taurolidine,small molecule
DB12474,"['approved', 'investigational']",Lynestrenol,small molecule
DB12475,['investigational'],Biphenyl dimethyl dicarboxylate,small molecule
DB12476,['investigational'],CPG-52852,small molecule
DB12477,['investigational'],Perfluoro tert-butylcyclohexane,small molecule
DB12478,['investigational'],Piribedil,small molecule
DB12479,['investigational'],Zabofloxacin,small molecule
DB12480,['investigational'],Betulinic Acid,small molecule
DB12481,['investigational'],Barium,small molecule
DB12482,['investigational'],Acotiamide,small molecule
DB12483,"['approved', 'investigational']",Copanlisib,small molecule
DB12484,['investigational'],Tetrahydrouridine,small molecule
DB12485,['investigational'],Pimonidazole,small molecule
DB12486,['investigational'],Elobixibat,small molecule
DB12487,['investigational'],Promestriene,small molecule
DB12489,['investigational'],Mirvetuximab Soravtansine,antibody
DB12490,['investigational'],Forigerimod,other
DB12491,['investigational'],Fasiglifam,small molecule
DB12492,"['approved', 'investigational']",Piritramide,small molecule
DB12493,['investigational'],PD-217014,small molecule
DB12494,['investigational'],SGI-1776,small molecule
DB12495,['investigational'],Selepressin,small molecule
DB12497,['investigational'],Alagebrium,small molecule
DB12498,"['approved', 'investigational']",Mogamulizumab,antibody
DB12499,"['approved', 'investigational']",Clascoterone,small molecule
DB12500,"['approved', 'investigational']",Fedratinib,small molecule
DB12501,['investigational'],ABT-384,small molecule
DB12504,['investigational'],JNJ-40346527,small molecule
DB12505,['investigational'],E-7820,small molecule
DB12506,['investigational'],Fenamole,small molecule
DB12507,['investigational'],Atecegatran metoxil,small molecule
DB12508,['investigational'],E7107,small molecule
DB12509,['investigational'],Imeglimin,small molecule
DB12510,['investigational'],Ozone,small molecule
DB12511,['investigational'],Imiglitazar,small molecule
DB12512,['investigational'],Verucerfont,small molecule
DB12513,['investigational'],Omaveloxolone,small molecule
DB12514,['investigational'],Iofolastat I-123,small molecule
DB12515,['investigational'],9-aminocamptothecin,small molecule
DB12517,['investigational'],PF-00446687,small molecule
DB12518,['investigational'],Raclopride,small molecule
DB12519,['investigational'],Sarcosine,small molecule
DB12520,['investigational'],Plozalizumab,antibody
DB12521,['investigational'],Methyl pyrrolidone,small molecule
DB12522,['investigational'],Toreforant,small molecule
DB12523,"['approved', 'investigational']",Mizolastine,small molecule
DB12524,['investigational'],BI-671800,small molecule
DB12525,['investigational'],Molgramostim,other
DB12526,['investigational'],Batefenterol,small molecule
DB12527,['investigational'],Sofinicline,small molecule
DB12528,['investigational'],Glyceryl Trierucate,small molecule
DB12529,"['approved', 'investigational']",Nitrite,small molecule
DB12530,"['approved', 'investigational']",Inebilizumab,antibody
DB12531,['investigational'],Lobucavir,small molecule
DB12532,"['approved', 'investigational']",Oxetacaine,small molecule
DB12533,['investigational'],Cevipabulin,small molecule
DB12534,['investigational'],Mavrilimumab,antibody
DB12535,['investigational'],AC-430,small molecule
DB12536,['investigational'],N-acetylmannosamine,small molecule
DB12537,"['approved', 'investigational']",Benzodiazepine,small molecule
DB12538,['investigational'],Nepadutant,small molecule
DB12539,['investigational'],Oltipraz,small molecule
DB12540,['investigational'],Lecozotan,small molecule
DB12541,['investigational'],SAR-405838,small molecule
DB12542,['investigational'],GSK-356278,small molecule
DB12543,['investigational'],Samidorphan,small molecule
DB12545,['investigational'],Indobufen,small molecule
DB12547,['investigational'],LY-2886721,small molecule
DB12548,['investigational'],Sparsentan,small molecule
DB12549,['investigational'],Pyrazoloacridine,small molecule
DB12550,['investigational'],Taladegib,small molecule
DB12551,['investigational'],Idazoxan,small molecule
DB12553,['investigational'],Fluocinolone,small molecule
DB12554,"['approved', 'investigational']",Mebeverine,small molecule
DB12555,['investigational'],Nelotanserin,small molecule
DB12556,['investigational'],MK-5108,small molecule
DB12557,['investigational'],FK-614,small molecule
DB12558,['investigational'],AEE-788,small molecule
DB12559,['investigational'],EC-17,small molecule
DB12560,['investigational'],Blosozumab,antibody
DB12561,['investigational'],WNT-974,small molecule
DB12562,['investigational'],Setipiprant,small molecule
DB12563,['investigational'],MK-0686,small molecule
DB12564,['investigational'],Gemcitabine elaidate,small molecule
DB12565,['investigational'],Abexinostat,small molecule
DB12566,['investigational'],Decernotinib,small molecule
DB12567,['investigational'],Camicinal,small molecule
DB12568,['investigational'],Tecemotide,other
DB12569,['investigational'],Tonapofylline,small molecule
DB12570,['investigational'],CC-223,small molecule
DB12571,['investigational'],Rimacalib,small molecule
DB12572,['investigational'],Pexacerfont,small molecule
DB12573,['investigational'],LY-2452473,small molecule
DB12574,['investigational'],LY-295501,small molecule
DB12575,['investigational'],Ronopterin,small molecule
DB12576,['investigational'],AZD-3043,small molecule
DB12577,['investigational'],Fosbretabulin,small molecule
DB12578,['investigational'],Lexaptepid Pegol,small molecule
DB12579,['investigational'],JNJ-37822681,small molecule
DB12580,['investigational'],Tradipitant,small molecule
DB12581,['investigational'],Ozarelix,small molecule
DB12582,['investigational'],Piperine,small molecule
DB12583,['investigational'],Maltodextrin,small molecule
DB12584,['investigational'],Bimagrumab,antibody
DB12585,['investigational'],Ondelopran,small molecule
DB12586,['investigational'],Anhydrovinblastine,small molecule
DB12587,['investigational'],Razupenem,small molecule
DB12588,['investigational'],AZD-1480,small molecule
DB12589,['investigational'],Dacetuzumab,antibody
DB12590,['investigational'],Indiplon,small molecule
DB12591,['investigational'],BMS-911543,small molecule
DB12592,['investigational'],EC-18,small molecule
DB12593,['investigational'],Apaziquone,small molecule
DB12594,['investigational'],AZD-9056,small molecule
DB12595,['investigational'],Na-1,other
DB12596,['investigational'],Combretastatin,small molecule
DB12597,['investigational'],ABL-001,small molecule
DB12598,['investigational'],Nafamostat,small molecule
DB12601,['investigational'],Sonolisib,small molecule
DB12602,"['approved', 'investigational']",Pentetreotide,small molecule
DB12604,['investigational'],Sisomicin,small molecule
DB12605,['investigational'],Etripamil,small molecule
DB12606,['investigational'],Netivudine,small molecule
DB12607,['investigational'],Diridavumab,other
DB12608,['investigational'],Emixustat,small molecule
DB12609,['investigational'],Tovetumab,antibody
DB12610,['investigational'],Ebselen,small molecule
DB12611,['investigational'],PF-477736,small molecule
DB12612,"['approved', 'investigational']",Ozanimod,small molecule
DB12613,['investigational'],Davunetide,small molecule
DB12614,['investigational'],Reparixin,small molecule
DB12615,"['approved', 'investigational']",Plazomicin,small molecule
DB12616,['investigational'],Sprifermin,other
DB12617,['investigational'],Mizoribine,small molecule
DB12618,['investigational'],Apocynin,small molecule
DB12619,['investigational'],BMS-188797,small molecule
DB12620,['investigational'],Nerve Growth Factor,other
DB12621,['investigational'],ST-101,small molecule
DB12622,['investigational'],Lupeol,small molecule
DB12623,['investigational'],Taprenepag,small molecule
DB12624,['investigational'],Octenidine,small molecule
DB12625,['investigational'],Evogliptin,small molecule
DB12626,['investigational'],Senrebotase,other
DB12627,['investigational'],GSK-1292263,small molecule
DB12628,['investigational'],Methyl-D9-choline,small molecule
DB12629,['investigational'],"3,5-diiodothyropropionic acid",small molecule
DB12630,['investigational'],Isopentyl 2-cyanoacrylate,small molecule
DB12631,['investigational'],Aclerastide,small molecule
DB12632,['investigational'],JNJ-41443532,small molecule
DB12633,['investigational'],BMS-184476,small molecule
DB12634,['investigational'],Navicixizumab,other
DB12635,['investigational'],Aleplasinin,small molecule
DB12636,['investigational'],Samalizumab,other
DB12637,['investigational'],Onapristone,small molecule
DB12638,['investigational'],PU-H71,small molecule
DB12639,['investigational'],Telbermin,other
DB12640,['investigational'],CP-609754,small molecule
DB12641,['investigational'],Tedatioxetine,small molecule
DB12642,['investigational'],Olumacostat glasaretil,small molecule
DB12643,['investigational'],Nelivaptan,small molecule
DB12644,['investigational'],AZD-2066,small molecule
DB12645,['investigational'],Givinostat,small molecule
DB12647,['investigational'],Tocotrienol,small molecule
DB12648,['investigational'],Nona-arginine,small molecule
DB12649,['investigational'],Ibipinabant,small molecule
DB12650,['investigational'],L-deprenyl-D2 C-11,small molecule
DB12651,['investigational'],Bardoxolone,small molecule
DB12652,['investigational'],Endothelin-1,other
DB12654,['investigational'],GSK-376501,small molecule
DB12655,['investigational'],Patidegib,small molecule
DB12656,['investigational'],Somatorelin,other
DB12657,['investigational'],JNJ-42396302,small molecule
DB12658,['investigational'],AFN-1252,small molecule
DB12659,['investigational'],SJ-733,small molecule
DB12660,['investigational'],Samatasvir,small molecule
DB12661,['investigational'],Urapidil,small molecule
DB12662,['investigational'],Naveglitazar,small molecule
DB12663,['investigational'],Letrazuril,small molecule
DB12664,['investigational'],Indantadol,small molecule
DB12665,['investigational'],Isoquercetin,small molecule
DB12666,['investigational'],Emapunil,small molecule
DB12667,"['approved', 'investigational']",Protionamide,small molecule
DB12668,['investigational'],Metenkefalin,small molecule
DB12669,['investigational'],4SC-203,small molecule
DB12670,['investigational'],Rolofylline,small molecule
DB12671,['investigational'],Beloranib,small molecule
DB12672,['investigational'],Icaritin,small molecule
DB12673,['investigational'],ATX-914,small molecule
DB12674,"['approved', 'investigational']",Lurbinectedin,small molecule
DB12675,['investigational'],PF-04995274,small molecule
DB12676,['investigational'],Modufolin,small molecule
DB12677,['investigational'],Soblidotin,small molecule
DB12678,['investigational'],Relamorelin,small molecule
DB12679,['investigational'],WP 1066,small molecule
DB12680,['investigational'],Intepirdine,small molecule
DB12681,['investigational'],Salirasib,small molecule
DB12682,['investigational'],Mubritinib,small molecule
DB12683,['investigational'],Lumretuzumab,antibody
DB12684,['investigational'],Aviscumine,other
DB12685,['investigational'],K-134,small molecule
DB12686,['investigational'],PHA-793887,small molecule
DB12687,['investigational'],Vesatolimod,small molecule
DB12688,"['approved', 'investigational']",Moxetumomab Pasudotox,other
DB12689,['investigational'],Azeliragon,small molecule
DB12690,['investigational'],LY-2584702,small molecule
DB12691,['investigational'],UK-432097,small molecule
DB12692,['investigational'],Gusperimus,small molecule
DB12693,['investigational'],Ritanserin,small molecule
DB12694,['investigational'],CE-326597,small molecule
DB12695,['investigational'],Phenethyl Isothiocyanate,small molecule
DB12696,['investigational'],BMS-582949,small molecule
DB12697,['investigational'],Methylselenocysteine,small molecule
DB12698,"['approved', 'investigational']",Ibalizumab,antibody
DB12699,['investigational'],Balugrastim,other
DB12700,['investigational'],Solamargine,small molecule
DB12701,['investigational'],Intetumumab,antibody
DB12702,['investigational'],Velusetrag,small molecule
DB12703,['investigational'],Omipalisib,small molecule
DB12704,['investigational'],Spiradoline,small molecule
DB12705,['investigational'],Cenerimod,small molecule
DB12706,['investigational'],Seletalisib,small molecule
DB12707,['investigational'],AR-42,small molecule
DB12708,['investigational'],Sulprostone,small molecule
DB12709,['investigational'],Tributyrin,small molecule
DB12710,"['approved', 'investigational']",Perazine,small molecule
DB12711,['investigational'],LTX-109,small molecule
DB12712,['investigational'],Pilsicainide,small molecule
DB12713,"['approved', 'investigational']",Sotagliflozin,small molecule
DB12714,['investigational'],Nerispirdine,small molecule
DB12715,['investigational'],MSX-122,small molecule
DB12716,['investigational'],NB-001,small molecule
DB12717,['investigational'],Mibampator,small molecule
DB12718,['investigational'],Carlumab,antibody
DB12719,['investigational'],Turofexorate isopropyl,small molecule
DB12720,['investigational'],Nivocasan,small molecule
DB12721,['investigational'],RO-5028442,small molecule
DB12722,['investigational'],N-sulfoglucosamine sulfohydrolase recombinant,other
DB12724,['investigational'],AZD-7295,small molecule
DB12725,['investigational'],TD-8954,small molecule
DB12726,['investigational'],Monteplase,other
DB12727,['investigational'],Perfosfamide,small molecule
DB12728,"['approved', 'experimental']",Fenpropidin,small molecule
DB12729,['investigational'],ASP-3026,small molecule
DB12730,['investigational'],Dolastatin 10,small molecule
DB12731,['investigational'],Daporinad,small molecule
DB12732,['investigational'],Firategrast,small molecule
DB12733,['investigational'],Dipraglurant,small molecule
DB12734,['investigational'],Demcizumab,antibody
DB12736,['investigational'],Etanidazole,small molecule
DB12737,['investigational'],Brontictuzumab,other
DB12738,['investigational'],Tiplimotide,other
DB12739,['investigational'],Bindarit,small molecule
DB12740,['investigational'],CC-115,small molecule
DB12741,['investigational'],DTP-348,small molecule
DB12742,['investigational'],Amuvatinib,small molecule
DB12743,['investigational'],Z-160,small molecule
DB12744,['investigational'],CGI-1842,small molecule
DB12745,['investigational'],GSK-690693,small molecule
DB12746,['investigational'],AKN-028,small molecule
DB12747,['investigational'],Tertomotide,other
DB12748,['investigational'],LTX-315,small molecule
DB12749,['investigational'],Butylphthalide,small molecule
DB12750,['investigational'],N-omega-nitro-L-arginine methyl ester,small molecule
DB12751,['investigational'],Malic acid,small molecule
DB12752,['investigational'],Bucindolol,small molecule
DB12753,['investigational'],Racivir,small molecule
DB12754,"['approved', 'experimental']",Iodide,small molecule
DB12755,['investigational'],Zoptarelin doxorubicin,small molecule
DB12756,['investigational'],TAK-901,small molecule
DB12757,['investigational'],Pelitrexol,small molecule
DB12758,['investigational'],Atreleuton,small molecule
DB12759,['investigational'],Suptavumab,other
DB12760,['investigational'],GW-493838,small molecule
DB12761,['investigational'],Timcodar,small molecule
DB12762,['investigational'],Rabacfosadine,small molecule
DB12763,['investigational'],MK-1496,small molecule
DB12764,['investigational'],Opaganib,small molecule
DB12765,['investigational'],Methyl isocyanate,small molecule
DB12766,['investigational'],Cicletanine,small molecule
DB12767,"['approved', 'investigational']",Gaxilose,small molecule
DB12768,['investigational'],BCG vaccine,other
DB12769,['investigational'],Lometrexol,small molecule
DB12770,['investigational'],Lafutidine,small molecule
DB12771,['investigational'],Hydroxytyrosol,small molecule
DB12773,['investigational'],Sifalimumab,antibody
DB12774,['investigational'],AZD-8055,small molecule
DB12775,['investigational'],Abituzumab,antibody
DB12776,['investigational'],E-6005,small molecule
DB12777,['investigational'],Somatoprim,small molecule
DB12778,['investigational'],Rivipansel,small molecule
DB12779,['investigational'],Higenamine,small molecule
DB12780,['investigational'],Quinfamide,small molecule
DB12781,['investigational'],Balaglitazone,small molecule
DB12782,['investigational'],SCH-486757,small molecule
DB12783,"['approved', 'investigational']",Benserazide,small molecule
DB12784,['investigational'],NS-018,small molecule
DB12785,['investigational'],Furaprevir,small molecule
DB12786,['investigational'],Alvircept Sudotox,other
DB12787,['investigational'],Norethandrolone,small molecule
DB12788,['investigational'],Glucagon-like peptide II,other
DB12789,"['approved', 'investigational']",Dinoprost,small molecule
DB12791,['investigational'],Laninamivir,small molecule
DB12792,"['approved', 'experimental']",Boscalid,small molecule
DB12793,['investigational'],Condoliase,other
DB12794,['investigational'],p-Quaterphenyl,small molecule
DB12795,['investigational'],CMX-2043,small molecule
DB12796,['investigational'],MRX-I,small molecule
DB12797,['investigational'],Ecromeximab,antibody
DB12798,['investigational'],Relenopride,small molecule
DB12799,['investigational'],Laniquidar,small molecule
DB12800,['investigational'],CHF-6001,small molecule
DB12802,['investigational'],Picropodophyllin,small molecule
DB12803,['investigational'],Dichloroisoproterenol,small molecule
DB12804,['investigational'],Daniquidone,small molecule
DB12805,['investigational'],Ataciguat,small molecule
DB12806,['investigational'],GSK-1004723,small molecule
DB12807,['investigational'],Naptumomab Estafenatox,antibody
DB12808,"['approved', 'investigational']",Trifarotene,small molecule
DB12809,['investigational'],BK-MDA,small molecule
DB12810,['investigational'],AN-2718,small molecule
DB12812,['investigational'],Palomid 529,small molecule
DB12813,['investigational'],Radium Ra-223,small molecule
DB12814,['investigational'],Cepeginterferon alfa-2B,other
DB12815,['investigational'],Crotedumab,antibody
DB12816,['investigational'],Terpinen-4-ol,small molecule
DB12817,['investigational'],Zoliflodacin,small molecule
DB12818,['investigational'],NM-3,small molecule
DB12819,['investigational'],GSI-136,small molecule
DB12820,['investigational'],Concizumab,antibody
DB12821,"['approved', 'investigational']",Perflubutane,small molecule
DB12822,['investigational'],Pancreatic Polypeptide,other
DB12823,['investigational'],Tecarfarin,small molecule
DB12824,['investigational'],Monalizumab,other
DB12825,"['approved', 'investigational']",Lefamulin,small molecule
DB12826,['investigational'],Depatuxizumab,antibody
DB12827,['investigational'],Indoximod,small molecule
DB12829,['investigational'],Amithiozone,small molecule
DB12830,['investigational'],Cebranopadol,small molecule
DB12831,['investigational'],Gabexate,small molecule
DB12832,['investigational'],Prednimustine,small molecule
DB12833,['investigational'],Tandospirone,small molecule
DB12834,['approved'],Secnidazole,small molecule
DB12835,['investigational'],Olipudase alfa,other
DB12836,"['investigational', 'vet_approved']",Grapiprant,small molecule
DB12837,['investigational'],UK-500001,small molecule
DB12838,['investigational'],Tetrasul,small molecule
DB12839,"['approved', 'investigational']",Pegvaliase,small molecule
DB12840,['investigational'],Pirnabine,small molecule
DB12841,['investigational'],Glial growth factor 2,other
DB12842,['investigational'],Pegamotecan,small molecule
DB12843,"['experimental', 'investigational']",Oleandrin,small molecule
DB12844,['investigational'],Rontalizumab,antibody
DB12845,['investigational'],Amatuximab,antibody
DB12846,['investigational'],Reproterol,small molecule
DB12847,['investigational'],Pyroxamide,small molecule
DB12848,['investigational'],PF-04217903,small molecule
DB12849,['investigational'],Clazakizumab,antibody
DB12850,['investigational'],Etalocib,small molecule
DB12851,['investigational'],Miravirsen,other
DB12852,['investigational'],MK-0752,small molecule
DB12853,['investigational'],DA-6886,small molecule
DB12854,['investigational'],BMS-908662,small molecule
DB12855,['investigational'],Apricitabine,small molecule
DB12856,['investigational'],Timonacic,small molecule
DB12857,['investigational'],NVP-LEQ-506,small molecule
DB12858,['investigational'],LY-377604,small molecule
DB12859,['investigational'],Tantalum,small molecule
DB12860,['investigational'],Actinium,small molecule
DB12861,['investigational'],Rimeporide,small molecule
DB12862,['investigational'],Glucose Oxidase,other
DB12863,['investigational'],Sivelestat,small molecule
DB12864,['investigational'],Melarsoprol,small molecule
DB12865,"['approved', 'investigational']",Etelcalcetide,small molecule
DB12866,['investigational'],Pradigastat,small molecule
DB12867,"['approved', 'investigational']",Benperidol,small molecule
DB12868,['investigational'],Intoplicine,small molecule
DB12869,['investigational'],Eliprodil,small molecule
DB12870,['investigational'],Buthionine Sulfoximine,small molecule
DB12871,['investigational'],Burlulipase,other
DB12872,"['approved', 'investigational']",Vonicog Alfa,other
DB12873,['investigational'],Dianhydrogalactitol,small molecule
DB12874,['investigational'],Quizartinib,small molecule
DB12875,['investigational'],Mavatrep,small molecule
DB12876,['investigational'],GS-9256,small molecule
DB12877,"['approved', 'investigational']",Oxatomide,small molecule
DB12878,['investigational'],AV-101,small molecule
DB12879,['investigational'],Omigapil,small molecule
DB12880,['investigational'],Interleukin-10,other
DB12881,['investigational'],Indole-3-carbinol,small molecule
DB12882,['investigational'],Ombrabulin,small molecule
DB12883,['investigational'],Eltoprazine,small molecule
DB12884,['investigational'],Lavoltidine,small molecule
DB12885,['investigational'],CF-102,small molecule
DB12886,['investigational'],GSK-1521498,small molecule
DB12887,"['approved', 'investigational']",Tazemetostat,small molecule
DB12888,['investigational'],Ezutromid,small molecule
DB12889,['investigational'],Velneperit,small molecule
DB12890,['investigational'],Dihydrexidine,small molecule
DB12891,['investigational'],Ozanezumab,antibody
DB12892,['investigational'],MGB-BP-3,small molecule
DB12893,"['approved', 'investigational']",Sacituzumab govitecan,antibody
DB12894,['investigational'],Raluridine,small molecule
DB12895,['investigational'],TD-139,small molecule
DB12896,['investigational'],PSI-352938,small molecule
DB12897,['investigational'],MK-7622,small molecule
DB12898,['investigational'],Calcitonin eel,other
DB12899,['investigational'],TT-301,small molecule
DB12900,['investigational'],Irdabisant,small molecule
DB12901,['investigational'],Fiacitabine,small molecule
DB12902,['investigational'],Trofosfamide,small molecule
DB12903,['investigational'],DEBIO-1347,small molecule
DB12904,['investigational'],ZSTK-474,small molecule
DB12905,['investigational'],Samarium Sm-153,small molecule
DB12906,['investigational'],LY-2334737,small molecule
DB12907,['investigational'],Mannose,small molecule
DB12908,['investigational'],Denenicokin,other
DB12909,"['approved', 'investigational']",Factor XIII (human),other
DB12910,['investigational'],Emicerfont,small molecule
DB12911,"['approved', 'investigational']",Nicoboxil,small molecule
DB12912,['investigational'],Nolatrexed,small molecule
DB12914,['investigational'],MGL-3196,small molecule
DB12915,['investigational'],Corticorelin acetate,small molecule
DB12916,['investigational'],Mitolactol,small molecule
DB12917,['investigational'],Bimekizumab,antibody
DB12919,['investigational'],T-62,small molecule
DB12920,['investigational'],Pinometostat,small molecule
